Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Buildout,Conversion Factor MJ,Unit MJ,Effective Unit,Effective Energy Factor,Energy Produced,Energy Unit,Generated Emissions in F2C,Use,Weight,Compared to,Useful Output Unit,Adjustment Factor,Carbon Intensity of Use,Adjusted Energy Used in MJ,Emissions Avoided in C2U,Net Avoided Emissions,Net Avoided Emissions Unit
Biomethane,Gas Engine,Electricity,Megawatts,MW,2030,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5816.841434005908,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,34.14356087798104,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2031,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5773.192554660944,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,32.97019076869762,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2032,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5729.543675315979,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,31.79682065941421,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2033,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5685.894795971015,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,30.623450550130794,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2034,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5642.2459166260505,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,29.45008044084738,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2035,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5598.597037281086,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,28.276710331563965,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2036,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5554.948157936122,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,27.10334022228055,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2037,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5511.299278591157,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,25.92997011299714,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2038,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5467.650399246193,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,24.756600003713725,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2039,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5424.001519901229,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,23.58322989443031,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2040,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5380.352640556264,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,22.409859785146896,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2041,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5336.7037612113,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,21.23648967586348,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2042,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5293.054881866336,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,20.063119566580067,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2043,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5249.406002521371,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,18.889749457296652,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2044,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5205.757123176407,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,17.716379348013238,NA,NA,NA,million MT CO2e
Biomethane,Gas Engine,Electricity,Megawatts,MW,2045,NA,3599.8225679871703,MJ per MWh,Effective MWh per MW,5162.108243831442,NA,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,16.543009238729827,NA,NA,NA,million MT CO2e
