Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Installation,Variable Category,Variable Subcategory,Variable Unit,Value,Conversion Value,portfolio
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2035,5761.904761904762,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,49.511381991564654,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2036,6285.714285714286,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,54.01241671807053,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2037,6809.52380952381,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,58.513451444576404,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2038,7333.333333333334,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,63.01448617108228,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2039,7857.142857142858,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,67.51552089758816,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2040,8380.952380952382,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,72.01655562409404,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2041,8904.761904761905,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,76.5175903505999,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2042,9428.571428571428,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,81.01862507710578,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2043,9952.38095238095,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,85.51965980361165,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2044,10476.190476190473,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,90.02069453011752,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2045,11000,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,94.52172925662342,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14761.904761904761,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,185.74075121392758,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,29523.809523809523,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,371.48150242785516,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,44285.71428571428,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,557.2222536417828,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,59047.619047619046,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,742.9630048557103,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,73809.5238095238,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,928.7037560696378,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,88571.42857142857,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,1114.4445072835656,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,103333.33333333333,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,1300.1852584974931,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,118095.23809523809,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,1485.9260097114206,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,132857.14285714284,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,1671.6667609253482,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,147619.0476190476,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,1857.4075121392757,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,162380.95238095237,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,2043.1482633532034,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,177142.85714285713,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,2228.889014567131,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,191904.7619047619,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,2414.6297657810587,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,206666.66666666666,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,2600.3705169949862,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,221428.57142857142,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,2786.1112682089138,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,236190.47619047618,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,2971.8520194228413,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,250952.38095238095,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,3157.5927706367693,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,265714.2857142857,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,3343.3335218506963,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,280476.1904761904,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,3529.0742730646234,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,295238.09523809515,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,3714.815024278551,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,310000,Water Quantity,Water Consumption,acre-feet per year,0.012582437985459612,3900.55577549248,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2025,5721.784776902887,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,114.06659458083955,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2026,11443.569553805773,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,228.1331891616791,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2027,17165.35433070866,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,342.1997837425186,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2028,22887.139107611547,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,456.2663783233582,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2029,28608.923884514435,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,570.3329729041978,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2030,34330.708661417324,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,684.3995674850374,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2031,40052.49343832021,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,798.466162065877,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2032,45774.2782152231,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,912.5327566467166,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2033,51496.06299212599,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1026.599351227556,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2034,57217.84776902888,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1140.6659458083957,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2035,62939.63254593177,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1254.7325403892353,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2036,68661.41732283465,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1368.7991349700749,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2037,74383.20209973754,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1482.8657295509145,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2038,80104.98687664043,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1596.932324131754,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2039,85826.77165354331,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1710.9989187125936,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2040,91548.5564304462,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1825.0655132934332,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2041,97270.34120734909,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1939.1321078742728,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2042,102992.12598425198,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,2053.198702455112,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2043,108713.91076115487,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,2167.265297035952,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2044,114435.69553805776,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,2281.3318916167914,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2045,120157.48031496063,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,2395.398486197631,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2025,471.3598443215192,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,9.396790400252227,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2026,942.7196886430384,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,18.793580800504454,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2027,1414.0795329645575,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,28.19037120075668,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2028,1885.4393772860767,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,37.58716160100891,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2029,2356.799221607596,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,46.98395200126114,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2030,2828.159065929115,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,56.38074240151336,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2031,3299.5189102506342,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,65.77753280176559,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2032,3770.8787545721534,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,75.17432320201782,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2033,4242.238598893673,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,84.57111360227005,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2034,4713.598443215193,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,93.96790400252229,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2035,5184.958287536712,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,103.36469440277452,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2036,5656.318131858232,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,112.76148480302676,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2037,6127.677976179752,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,122.15827520327899,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2038,6599.037820501271,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,131.55506560353123,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2039,7070.397664822791,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,140.95185600378346,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2040,7541.7575091443105,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,150.3486464040357,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2041,8013.11735346583,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,159.74543680428795,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2042,8484.47719778735,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,169.14222720454018,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2043,8955.83704210887,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,178.5390176047924,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2044,9427.196886430389,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,187.93580800504463,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2045,9898.556730751903,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,197.33259840529678,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2025,523.8095238095239,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,5.131179588216701,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2026,1047.6190476190477,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,10.262359176433401,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2027,1571.4285714285716,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,15.393538764650101,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2028,2095.2380952380954,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,20.524718352866802,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2029,2619.0476190476193,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,25.655897941083502,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2030,3142.857142857143,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,30.787077529300202,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2031,3666.666666666667,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,35.9182571175169,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2032,4190.476190476191,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,41.049436705733605,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2033,4714.285714285715,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,46.1806162939503,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2034,5238.0952380952385,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,51.311795882167004,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2035,5761.904761904762,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,56.4429754703837,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2036,6285.714285714286,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,61.574155058600404,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2037,6809.52380952381,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,66.705334646817107,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2038,7333.333333333334,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,71.8365142350338,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2039,7857.142857142858,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,76.9676938232505,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2040,8380.952380952382,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,82.09887341146721,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2041,8904.761904761905,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,87.23005299968389,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2042,9428.571428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,92.36123258790059,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2043,9952.38095238095,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,97.49241217611728,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2044,10476.190476190473,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,102.62359176433397,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2045,11000,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,107.7547713525507,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14761.904761904761,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,273.0389042844735,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,29523.809523809523,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,546.077808568947,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,44285.71428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,819.1167128534205,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,59047.619047619046,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,1092.155617137894,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,73809.5238095238,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,1365.1945214223676,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,88571.42857142857,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,1638.233425706841,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,103333.33333333333,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,1911.2723299913146,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,118095.23809523809,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,2184.311234275788,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,132857.14285714284,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,2457.3501385602617,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,147619.0476190476,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,2730.3890428447353,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,162380.95238095237,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,3003.427947129209,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,177142.85714285713,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,3276.466851413682,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,191904.7619047619,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,3549.5057556981556,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,206666.66666666666,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,3822.544659982629,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,221428.57142857142,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,4095.5835642671027,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,236190.47619047618,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,4368.622468551576,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,250952.38095238095,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,4641.66137283605,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,265714.2857142857,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,4914.700277120523,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,280476.1904761904,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,5187.739181404996,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,295238.09523809515,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,5460.778085689469,Portfolio - Proportional Buildout 1.31.2024
Solar/Wind,Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,310000,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,5733.816989973944,Portfolio - Proportional Buildout 1.31.2024
Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2025,19047.619047619046,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,237.32728557940075,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2026,38095.23809523809,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,474.6545711588015,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
