Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Installation,Variable Category,Variable Subcategory,Variable Unit,Value,Conversion Value,portfolio
Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2045,99500,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1983.5814528726319,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2025,4738.0952380952385,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,94.45625966060152,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2026,9476.190476190477,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,188.91251932120304,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2027,14214.285714285716,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,283.36877898180455,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2028,18952.380952380954,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,377.82503864240607,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2029,23690.47619047619,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,472.2812983030076,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2030,28428.571428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,566.7375579636091,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2031,33166.666666666664,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,661.1938176242105,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2032,37904.7619047619,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,755.650077284812,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2033,42642.85714285714,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,850.1063369454135,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2034,47380.952380952374,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,944.5625966060151,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2035,52119.04761904761,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1039.0188562666165,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2036,56857.14285714285,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1133.475115927218,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2037,61595.238095238084,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1227.9313755878195,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2038,66333.33333333333,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1322.387635248421,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2039,71071.42857142857,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1416.8438949090225,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2040,75809.5238095238,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1511.300154569624,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2041,80547.61904761904,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1605.7564142302256,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2042,85285.71428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1700.212673890827,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2043,90023.80952380951,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1794.6689335514286,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2044,94761.90476190475,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1889.1251932120301,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2045,99500,Water Quantity,Water Withdrawal,acre-feet per year,0.019935491988669667,1983.5814528726319,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2025,523.8095238095239,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,5.131179588216701,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2026,1047.6190476190477,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,10.262359176433401,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2027,1571.4285714285716,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,15.393538764650101,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2028,2095.2380952380954,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,20.524718352866802,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2029,2619.0476190476193,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,25.655897941083502,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2030,3142.857142857143,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,30.787077529300202,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2031,3666.666666666667,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,35.9182571175169,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2032,4190.476190476191,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,41.049436705733605,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2033,4714.285714285715,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,46.1806162939503,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2034,5238.0952380952385,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,51.311795882167004,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2035,5761.904761904762,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,56.4429754703837,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2036,6285.714285714286,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,61.574155058600404,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2037,6809.52380952381,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,66.705334646817107,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2038,7333.333333333334,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,71.8365142350338,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2039,7857.142857142858,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,76.9676938232505,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2040,8380.952380952382,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,82.09887341146721,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2041,8904.761904761905,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,87.23005299968389,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2042,9428.571428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,92.36123258790059,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2043,9952.38095238095,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,97.49241217611728,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2044,10476.190476190473,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,102.62359176433397,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2045,11000,Water Quantity,Water Withdrawal,acre-feet per year,0.009795888304777336,107.7547713525507,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14761.904761904761,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,273.0389042844735,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,29523.809523809523,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,546.077808568947,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,44285.71428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,819.1167128534205,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,59047.619047619046,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,1092.155617137894,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,73809.5238095238,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,1365.1945214223676,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,88571.42857142857,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,1638.233425706841,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,103333.33333333333,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,1911.2723299913146,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,118095.23809523809,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,2184.311234275788,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,132857.14285714284,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,2457.3501385602617,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,147619.0476190476,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,2730.3890428447353,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,162380.95238095237,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,3003.427947129209,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,177142.85714285713,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,3276.466851413682,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,191904.7619047619,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,3549.5057556981556,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,206666.66666666666,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,3822.544659982629,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,221428.57142857142,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,4095.5835642671027,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,236190.47619047618,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,4368.622468551576,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,250952.38095238095,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,4641.66137283605,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,265714.2857142857,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,4914.700277120523,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,280476.1904761904,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,5187.739181404996,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,295238.09523809515,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,5460.778085689469,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,310000,Water Quantity,Water Withdrawal,acre-feet per year,0.018496183838625627,5733.816989973944,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2025,5721.784776902887,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,71.29162161302472,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2026,11443.569553805773,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,142.58324322604943,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2027,17165.35433070866,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,213.87486483907412,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2028,22887.139107611547,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,285.16648645209887,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2029,28608.923884514435,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,356.4581080651236,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2030,34330.708661417324,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,427.74972967814836,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2031,40052.49343832021,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,499.0413512911731,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2032,45774.2782152231,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,570.3329729041978,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2033,51496.06299212599,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,641.6245945172226,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2034,57217.84776902888,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,712.9162161302473,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2035,62939.63254593177,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,784.2078377432721,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2036,68661.41732283465,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,855.4994593562967,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2037,74383.20209973754,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,926.7910809693215,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2038,80104.98687664043,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,998.0827025823462,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2039,85826.77165354331,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1069.374324195371,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2040,91548.5564304462,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1140.6659458083957,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2041,97270.34120734909,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1211.9575674214204,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2042,102992.12598425198,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1283.2491890344452,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2043,108713.91076115487,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1354.54081064747,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2044,114435.69553805776,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1425.8324322604947,Portfolio - Proportional Buildout 1.31.2024
Biomass,Agricultural waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2045,120157.48031496063,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1497.1240538735192,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2025,471.3598443215192,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,5.872994000157641,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2026,942.7196886430384,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,11.745988000315283,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2027,1414.0795329645575,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,17.618982000472926,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2028,1885.4393772860767,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,23.491976000630565,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2029,2356.799221607596,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,29.364970000788208,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2030,2828.159065929115,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,35.23796400094585,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2031,3299.5189102506342,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,41.11095800110349,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2032,3770.8787545721534,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,46.98395200126113,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2033,4242.238598893673,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,52.85694600141878,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2034,4713.598443215193,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,58.72994000157642,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2035,5184.958287536712,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,64.60293400173407,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2036,5656.318131858232,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,70.47592800189172,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2037,6127.677976179752,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,76.34892200204936,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2038,6599.037820501271,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,82.22191600220701,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2039,7070.397664822791,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,88.09491000236466,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2040,7541.7575091443105,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,93.9679040025223,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2041,8013.11735346583,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,99.84089800267995,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2042,8484.47719778735,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,105.7138920028376,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2043,8955.83704210887,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,111.58688600299524,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2044,9427.196886430389,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,117.45988000315289,Portfolio - Proportional Buildout 1.31.2024
Biomass,Forest waste,Gasification/ Pyrolysis + Conditioning,Hydrogen,Metric Tons,MT,2045,9898.556730751903,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,123.33287400331048,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2025,523.8095238095239,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,4.501034726505877,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2026,1047.6190476190477,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,9.002069453011755,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2027,1571.4285714285716,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,13.503104179517633,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2028,2095.2380952380954,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,18.00413890602351,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2029,2619.0476190476193,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,22.505173632529388,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2030,3142.857142857143,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,27.006208359035266,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2031,3666.666666666667,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,31.50724308554114,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2032,4190.476190476191,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,36.00827781204702,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2033,4714.285714285715,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,40.5093125385529,Portfolio - Proportional Buildout 1.31.2024
Natural Gas,Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2034,5238.0952380952385,Water Quantity,Water Consumption,acre-feet per year,0.008592884477874856,45.010347265058776,Portfolio - Proportional Buildout 1.31.2024
