Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Installation,Variable Category,Variable Subcategory,Uncertainty Range Category,Variable Unit,Value,Conversion Value,portfolio
Wind,Wind turbine,Electricity,Megawatts,MW,2025,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2026,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2027,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2028,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2029,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2030,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2031,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2032,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2033,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2034,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2035,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2036,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2037,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2038,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2039,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2040,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2041,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2042,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2043,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2044,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2045,0,Land,Land Consumed,High,acres,4.2,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2025,1428.5714285714287,Land,Land Impacted,High,acres,5.25,7500.000000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2026,2857.1428571428573,Land,Land Impacted,High,acres,5.25,15000.000000000002,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2027,4285.714285714286,Land,Land Impacted,High,acres,5.25,22500.000000000004,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2028,5714.285714285715,Land,Land Impacted,High,acres,5.25,30000.000000000004,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2029,7142.857142857143,Land,Land Impacted,High,acres,5.25,37500,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2030,8571.428571428572,Land,Land Impacted,High,acres,5.25,45000.00000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2031,10000.000000000002,Land,Land Impacted,High,acres,5.25,52500.00000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2032,11428.571428571431,Land,Land Impacted,High,acres,5.25,60000.000000000015,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2033,12857.14285714286,Land,Land Impacted,High,acres,5.25,67500.00000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2034,14285.71428571429,Land,Land Impacted,High,acres,5.25,75000.00000000003,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2035,15714.28571428572,Land,Land Impacted,High,acres,5.25,82500.00000000003,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2036,17142.85714285715,Land,Land Impacted,High,acres,5.25,90000.00000000003,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2037,18571.428571428576,Land,Land Impacted,High,acres,5.25,97500.00000000003,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2038,20000.000000000004,Land,Land Impacted,High,acres,5.25,105000.00000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2039,21428.57142857143,Land,Land Impacted,High,acres,5.25,112500.00000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2040,22857.14285714286,Land,Land Impacted,High,acres,5.25,120000.00000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2041,24285.714285714286,Land,Land Impacted,High,acres,5.25,127500,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2042,25714.285714285714,Land,Land Impacted,High,acres,5.25,135000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2043,27142.85714285714,Land,Land Impacted,High,acres,5.25,142500,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2044,28571.42857142857,Land,Land Impacted,High,acres,5.25,150000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2045,30000,Land,Land Impacted,High,acres,5.25,157500,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14285.714285714286,Land,Land Impacted,High,acres,0.10245,1463.5714285714287,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,28571.428571428572,Land,Land Impacted,High,acres,0.10245,2927.1428571428573,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,42857.142857142855,Land,Land Impacted,High,acres,0.10245,4390.714285714285,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,57142.857142857145,Land,Land Impacted,High,acres,0.10245,5854.285714285715,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,71428.57142857143,Land,Land Impacted,High,acres,0.10245,7317.857142857143,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,85714.28571428572,Land,Land Impacted,High,acres,0.10245,8781.428571428572,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,100000.00000000001,Land,Land Impacted,High,acres,0.10245,10245.000000000002,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,114285.7142857143,Land,Land Impacted,High,acres,0.10245,11708.571428571431,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,128571.4285714286,Land,Land Impacted,High,acres,0.10245,13172.142857142859,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,142857.14285714287,Land,Land Impacted,High,acres,0.10245,14635.714285714286,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,157142.85714285716,Land,Land Impacted,High,acres,0.10245,16099.285714285716,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,171428.57142857145,Land,Land Impacted,High,acres,0.10245,17562.857142857145,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,185714.28571428574,Land,Land Impacted,High,acres,0.10245,19026.428571428572,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,200000.00000000003,Land,Land Impacted,High,acres,0.10245,20490.000000000004,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,214285.71428571432,Land,Land Impacted,High,acres,0.10245,21953.57142857143,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,228571.4285714286,Land,Land Impacted,High,acres,0.10245,23417.142857142862,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,242857.1428571429,Land,Land Impacted,High,acres,0.10245,24880.71428571429,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,257142.8571428572,Land,Land Impacted,High,acres,0.10245,26344.285714285717,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,271428.5714285715,Land,Land Impacted,High,acres,0.10245,27807.85714285715,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,285714.28571428574,Land,Land Impacted,High,acres,0.10245,29271.428571428572,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,300000,Land,Land Impacted,High,acres,0.10245,30735,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2025,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2026,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2027,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2028,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2029,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2030,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2031,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2032,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2033,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2034,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2035,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2036,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2037,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2038,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2039,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2040,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2041,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2042,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2043,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2044,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2045,0,Land,Land Impacted,High,acres,123,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2025,1428.5714285714287,Land,Land Consumed,Low,acres,2.8,4000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2026,2857.1428571428573,Land,Land Consumed,Low,acres,2.8,8000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2027,4285.714285714286,Land,Land Consumed,Low,acres,2.8,12000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2028,5714.285714285715,Land,Land Consumed,Low,acres,2.8,16000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2029,7142.857142857143,Land,Land Consumed,Low,acres,2.8,20000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2030,8571.428571428572,Land,Land Consumed,Low,acres,2.8,24000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2031,10000.000000000002,Land,Land Consumed,Low,acres,2.8,28000.000000000004,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2032,11428.571428571431,Land,Land Consumed,Low,acres,2.8,32000.000000000004,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2033,12857.14285714286,Land,Land Consumed,Low,acres,2.8,36000.00000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2034,14285.71428571429,Land,Land Consumed,Low,acres,2.8,40000.00000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2035,15714.28571428572,Land,Land Consumed,Low,acres,2.8,44000.000000000015,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2036,17142.85714285715,Land,Land Consumed,Low,acres,2.8,48000.000000000015,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2037,18571.428571428576,Land,Land Consumed,Low,acres,2.8,52000.00000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2038,20000.000000000004,Land,Land Consumed,Low,acres,2.8,56000.00000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2039,21428.57142857143,Land,Land Consumed,Low,acres,2.8,60000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2040,22857.14285714286,Land,Land Consumed,Low,acres,2.8,64000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2041,24285.714285714286,Land,Land Consumed,Low,acres,2.8,68000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2042,25714.285714285714,Land,Land Consumed,Low,acres,2.8,72000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2043,27142.85714285714,Land,Land Consumed,Low,acres,2.8,75999.99999999999,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2044,28571.42857142857,Land,Land Consumed,Low,acres,2.8,79999.99999999999,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2045,30000,Land,Land Consumed,Low,acres,2.8,84000,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14285.714285714286,Land,Land Consumed,Low,acres,0.05464,780.5714285714287,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,28571.428571428572,Land,Land Consumed,Low,acres,0.05464,1561.1428571428573,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,42857.142857142855,Land,Land Consumed,Low,acres,0.05464,2341.714285714286,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,57142.857142857145,Land,Land Consumed,Low,acres,0.05464,3122.2857142857147,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,71428.57142857143,Land,Land Consumed,Low,acres,0.05464,3902.857142857143,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,85714.28571428572,Land,Land Consumed,Low,acres,0.05464,4683.4285714285725,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,100000.00000000001,Land,Land Consumed,Low,acres,0.05464,5464.000000000001,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,114285.7142857143,Land,Land Consumed,Low,acres,0.05464,6244.571428571429,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,128571.4285714286,Land,Land Consumed,Low,acres,0.05464,7025.142857142859,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,142857.14285714287,Land,Land Consumed,Low,acres,0.05464,7805.714285714286,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,157142.85714285716,Land,Land Consumed,Low,acres,0.05464,8586.285714285716,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,171428.57142857145,Land,Land Consumed,Low,acres,0.05464,9366.857142857145,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,185714.28571428574,Land,Land Consumed,Low,acres,0.05464,10147.428571428572,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,200000.00000000003,Land,Land Consumed,Low,acres,0.05464,10928.000000000002,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,214285.71428571432,Land,Land Consumed,Low,acres,0.05464,11708.571428571431,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,228571.4285714286,Land,Land Consumed,Low,acres,0.05464,12489.142857142859,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,242857.1428571429,Land,Land Consumed,Low,acres,0.05464,13269.714285714288,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,257142.8571428572,Land,Land Consumed,Low,acres,0.05464,14050.285714285717,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,271428.5714285715,Land,Land Consumed,Low,acres,0.05464,14830.857142857147,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,285714.28571428574,Land,Land Consumed,Low,acres,0.05464,15611.428571428572,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,300000,Land,Land Consumed,Low,acres,0.05464,16392,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2025,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2026,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2027,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2028,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2029,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2030,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2031,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2032,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2033,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2034,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2035,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2036,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2037,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2038,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2039,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2040,0,Land,Land Consumed,Low,acres,0.8,0,Portfolio Tool Spreadsheet - EBetancourt-TheExpectedPortfolio EDITED
