Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Buildout,Conversion Factor MJ,Unit MJ,Effective Unit,Effective Energy Factor,Energy Produced,Energy Unit,Generated Emissions in F2C,Use,Weight,Compared to,Useful Output Unit,Adjustment Factor,Carbon Intensity of Use,Adjusted Energy Used in MJ,Emissions Avoided in C2U,Net Avoided Emissions,Net Avoided Emissions Unit,portfolio
Wind,Wind turbine,Electricity,Megawatts,MW,2029,1190.47619,3599.822568,MJ per MWh,Effective MWh per MW,2422.642431,10382241546,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,35.31693099,10382241546,3.66669E+11,0.366668908,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2030,1428.571429,3599.822568,MJ per MWh,Effective MWh per MW,2402.600867,12355624031,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,34.14356088,12355624031,4.21865E+11,0.421865001,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2031,1666.666667,3599.822568,MJ per MWh,Effective MWh per MW,2382.559302,14294651242,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,32.97019077,14294651242,4.71297E+11,0.471297378,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2032,1904.761905,3599.822568,MJ per MWh,Effective MWh per MW,2362.517737,16199323178,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,31.79682066,16199323178,5.15087E+11,0.515086974,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2033,2142.857143,3599.822568,MJ per MWh,Effective MWh per MW,2342.476173,18069639839,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,30.62345055,18069639839,5.53355E+11,0.553354722,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2034,2380.952381,3599.822568,MJ per MWh,Effective MWh per MW,2322.434608,19905601226,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,29.45008044,19905601226,5.86222E+11,0.586221557,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2035,2619.047619,3599.822568,MJ per MWh,Effective MWh per MW,2302.393043,21707207337,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,28.27671033,21707207337,6.13808E+11,0.613808414,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2036,2857.142857,3599.822568,MJ per MWh,Effective MWh per MW,2282.351479,23474458175,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,27.10334022,23474458175,6.36236E+11,0.636236226,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2037,3095.238095,3599.822568,MJ per MWh,Effective MWh per MW,2262.309914,25207353737,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,25.92997011,25207353737,6.53626E+11,0.653625929,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2038,3333.333333,3599.822568,MJ per MWh,Effective MWh per MW,2242.268349,26905894025,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,24.7566,26905894025,6.66098E+11,0.666098456,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2039,3571.428571,3599.822568,MJ per MWh,Effective MWh per MW,2222.226785,28570079038,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,23.58322989,28570079038,6.73775E+11,0.673774742,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2040,3809.52381,3599.822568,MJ per MWh,Effective MWh per MW,2202.18522,30199908777,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,22.40985979,30199908777,6.76776E+11,0.676775721,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2041,4047.619048,3599.822568,MJ per MWh,Effective MWh per MW,2182.143655,31795383241,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,21.23648968,31795383241,6.75222E+11,0.675222328,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2042,4285.714286,3599.822568,MJ per MWh,Effective MWh per MW,2162.102091,33356502430,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,20.06311957,33356502430,6.69235E+11,0.669235497,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2043,4523.809524,3599.822568,MJ per MWh,Effective MWh per MW,2142.060526,34883266345,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,18.88974946,34883266345,6.58936E+11,0.658936161,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2044,4761.904762,3599.822568,MJ per MWh,Effective MWh per MW,2122.018961,36375674984,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,17.71637935,36375674984,6.44445E+11,0.644445257,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2045,5000,3599.822568,MJ per MWh,Effective MWh per MW,2101.977397,37833728350,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,16.54300924,37833728350,6.25884E+11,0.625883718,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2025,761.9047619,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,3211997072,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,40.01041142,3211997072,1.28513E+11,0.128513324,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2026,1523.809524,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,6423994145,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,38.83704132,6423994145,2.49489E+11,0.249488926,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2027,2285.714286,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,9635991217,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,37.66367121,9635991217,3.62927E+11,0.362926805,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2028,3047.619048,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,12847988289,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,36.4903011,12847988289,4.68827E+11,0.468826961,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2029,3809.52381,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,16059985361,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,35.31693099,16059985361,5.67189E+11,0.567189395,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2030,4571.428571,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,19271982434,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,34.14356088,19271982434,6.58014E+11,0.658014105,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2031,5333.333333,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,22483979506,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,32.97019077,22483979506,7.41301E+11,0.741301094,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2032,6095.238095,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,25695976578,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,31.79682066,25695976578,8.1705E+11,0.817050359,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2033,6857.142857,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,28907973651,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,30.62345055,28907973651,8.85262E+11,0.885261902,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2034,7619.047619,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,32119970723,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,29.45008044,32119970723,9.45936E+11,0.945935722,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2035,8380.952381,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,35331967795,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,28.27671033,35331967795,9.99072E+11,0.999071819,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2036,9142.857143,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,38543964867,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,27.10334022,38543964867,1.04467E+12,1.044670193,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2037,9904.761905,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,41755961940,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,25.92997011,41755961940,1.08273E+12,1.082730845,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2038,10666.66667,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,44967959012,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,24.7566,44967959012,1.11325E+12,1.113253774,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2039,11428.57143,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,48179956084,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,23.58322989,48179956084,1.13624E+12,1.136238981,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2040,12190.47619,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,51391953157,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,22.40985979,51391953157,1.15169E+12,1.151686464,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2041,12952.38095,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,54603950229,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,21.23648968,54603950229,1.1596E+12,1.159596225,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2042,13714.28571,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,57815947301,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,20.06311957,57815947301,1.15997E+12,1.159968264,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2043,14476.19048,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,61027944373,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,18.88974946,61027944373,1.1528E+12,1.152802579,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2044,15238.09524,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,64239941446,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,17.71637935,64239941446,1.1381E+12,1.138099172,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Li Battery,Battery Storage,Electricity,Megawatts,MW,2045,16000,3599.822568,MJ per MWh,Effective MWh per MW,1171.098319,67451938518,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,16.54300924,67451938518,1.11586E+12,1.115858042,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2025,142.8571429,3599.822568,MJ per MWh,Effective MWh per MW,1670.821146,859237095.4,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,40.01041142,859237095.4,34378429698,0.03437843,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2026,285.7142857,3599.822568,MJ per MWh,Effective MWh per MW,1698.006304,1746434690,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,38.83704132,1746434690,67826356197,0.067826356,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2027,428.5714286,3599.822568,MJ per MWh,Effective MWh per MW,1725.191462,2661592783,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,37.66367121,2661592783,1.00245E+11,0.100245355,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2028,571.4285714,3599.822568,MJ per MWh,Effective MWh per MW,1752.37662,3604711375,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,36.4903011,3604711375,1.31537E+11,0.131537003,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2029,714.2857143,3599.822568,MJ per MWh,Effective MWh per MW,1779.561779,4575790466,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,35.31693099,4575790466,1.61603E+11,0.161602876,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2030,857.1428571,3599.822568,MJ per MWh,Effective MWh per MW,1806.746937,5574830056,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,34.14356088,5574830056,1.90345E+11,0.190344549,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2031,1000,3599.822568,MJ per MWh,Effective MWh per MW,1833.932095,6601830144,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,32.97019077,6601830144,2.17664E+11,0.217663599,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2032,1142.857143,3599.822568,MJ per MWh,Effective MWh per MW,1861.117253,7656790732,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,31.79682066,7656790732,2.43462E+11,0.243461602,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2033,1285.714286,3599.822568,MJ per MWh,Effective MWh per MW,1888.302412,8739711818,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,30.62345055,8739711818,2.6764E+11,0.267640133,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2034,1428.571429,3599.822568,MJ per MWh,Effective MWh per MW,1915.48757,9850593403,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,29.45008044,9850593403,2.90101E+11,0.290100768,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2035,1571.428571,3599.822568,MJ per MWh,Effective MWh per MW,1942.672728,10989435488,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,28.27671033,10989435488,3.10745E+11,0.310745084,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2036,1714.285714,3599.822568,MJ per MWh,Effective MWh per MW,1969.857886,12156238071,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,27.10334022,12156238071,3.29475E+11,0.329474656,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2037,1857.142857,3599.822568,MJ per MWh,Effective MWh per MW,1997.043044,13351001153,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,25.92997011,13351001153,3.46191E+11,0.346191061,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2038,2000,3599.822568,MJ per MWh,Effective MWh per MW,2024.228203,14573724733,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,24.7566,14573724733,3.60796E+11,0.360795874,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2039,2142.857143,3599.822568,MJ per MWh,Effective MWh per MW,2051.413361,15824408813,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,23.58322989,15824408813,3.73191E+11,0.373190671,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2040,2285.714286,3599.822568,MJ per MWh,Effective MWh per MW,2078.598519,17103053392,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,22.40985979,17103053392,3.83277E+11,0.383277028,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2041,2428.571429,3599.822568,MJ per MWh,Effective MWh per MW,2105.783677,18409658469,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,21.23648968,18409658469,3.90957E+11,0.390956522,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2042,2571.428571,3599.822568,MJ per MWh,Effective MWh per MW,2132.968836,19744224045,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,20.06311957,19744224045,3.96131E+11,0.396130728,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2043,2714.285714,3599.822568,MJ per MWh,Effective MWh per MW,2160.153994,21106750120,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,18.88974946,21106750120,3.98701E+11,0.398701222,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2044,2857.142857,3599.822568,MJ per MWh,Effective MWh per MW,2187.339152,22497236694,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,17.71637935,22497236694,3.9857E+11,0.39856958,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
LDES,Pumped hydro,Electricity,Megawatts,MW,2045,3000,3599.822568,MJ per MWh,Effective MWh per MW,2214.52431,23915683767,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,16.54300924,23915683767,3.95637E+11,0.395637378,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2025,7.619047619,3599.822568,MJ per MWh,Effective MWh per MW,6035.085831,165525624.2,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,40.01041142,165525624.2,6622748325,0.006622748,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2026,15.23809524,3599.822568,MJ per MWh,Effective MWh per MW,5991.436951,328656913.6,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,38.83704132,328656913.6,12764062130,0.012764062,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2027,22.85714286,3599.822568,MJ per MWh,Effective MWh per MW,5947.788072,489393868.1,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,37.66367121,489393868.1,18432369740,0.01843237,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2028,30.47619048,3599.822568,MJ per MWh,Effective MWh per MW,5904.139193,647736487.9,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,36.4903011,647736487.9,23636099476,0.023636099,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2029,38.0952381,3599.822568,MJ per MWh,Effective MWh per MW,5860.490313,803684772.9,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,35.31693099,803684772.9,28383679661,0.02838368,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2030,45.71428571,3599.822568,MJ per MWh,Effective MWh per MW,5816.841434,957238723.1,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,34.14356088,957238723.1,32683538618,0.032683539,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2031,53.33333333,3599.822568,MJ per MWh,Effective MWh per MW,5773.192555,1108398339,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,32.97019077,1108398339,36544104669,0.036544105,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2032,60.95238095,3599.822568,MJ per MWh,Effective MWh per MW,5729.543675,1257163619,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,31.79682066,1257163619,39973806138,0.039973806,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2033,68.57142857,3599.822568,MJ per MWh,Effective MWh per MW,5685.894796,1403534565,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,30.62345055,1403534565,42981071346,0.042981071,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2034,76.19047619,3599.822568,MJ per MWh,Effective MWh per MW,5642.245917,1547511176,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,29.45008044,1547511176,45574328616,0.045574329,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2035,83.80952381,3599.822568,MJ per MWh,Effective MWh per MW,5598.597037,1689093452,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,28.27671033,1689093452,47762006271,0.047762006,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2036,91.42857143,3599.822568,MJ per MWh,Effective MWh per MW,5554.948158,1828281394,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,27.10334022,1828281394,49552532634,0.049552533,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2037,99.04761905,3599.822568,MJ per MWh,Effective MWh per MW,5511.299279,1965075000,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,25.92997011,1965075000,50954336027,0.050954336,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2038,106.6666667,3599.822568,MJ per MWh,Effective MWh per MW,5467.650399,2099474272,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,24.7566,2099474272,51975844773,0.051975845,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2039,114.2857143,3599.822568,MJ per MWh,Effective MWh per MW,5424.00152,2231479209,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,23.58322989,2231479209,52625487194,0.052625487,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2040,121.9047619,3599.822568,MJ per MWh,Effective MWh per MW,5380.352641,2361089811,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,22.40985979,2361089811,52911691614,0.052911692,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2041,129.5238095,3599.822568,MJ per MWh,Effective MWh per MW,5336.703761,2488306079,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,21.23648968,2488306079,52842886354,0.052842886,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2042,137.1428571,3599.822568,MJ per MWh,Effective MWh per MW,5293.054882,2613128012,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,20.06311957,2613128012,52427499738,0.0524275,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2043,144.7619048,3599.822568,MJ per MWh,Effective MWh per MW,5249.406003,2735555609,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,18.88974946,2735555609,51673960088,0.05167396,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2044,152.3809524,3599.822568,MJ per MWh,Effective MWh per MW,5205.757123,2855588872,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,17.71637935,2855588872,50590695726,0.050590696,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2045,160,3599.822568,MJ per MWh,Effective MWh per MW,5162.108244,2973227801,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,16.54300924,2973227801,49186134976,0.049186135,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2025,7.619047619,3599.822568,MJ per MWh,Effective MWh per MW,6035.085831,165525624.2,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,40.01041142,165525624.2,6622748325,0.006622748,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2026,15.23809524,3599.822568,MJ per MWh,Effective MWh per MW,5991.436951,328656913.6,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,38.83704132,328656913.6,12764062130,0.012764062,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2027,22.85714286,3599.822568,MJ per MWh,Effective MWh per MW,5947.788072,489393868.1,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,37.66367121,489393868.1,18432369740,0.01843237,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2028,30.47619048,3599.822568,MJ per MWh,Effective MWh per MW,5904.139193,647736487.9,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,36.4903011,647736487.9,23636099476,0.023636099,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
