Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Buildout,Conversion Factor MJ,Unit MJ,Uncertainty Range Category,Carbon Intensity Unit,Carbon Intensity,Energy Produced,Energy Unit,Generated Emissions in F2C,Use,Weight,Compared to,Useful Output Unit,Adjustment Factor,Carbon Intensity of Use,Adjusted Energy Used in MJ,Emissions Avoided in C2U,Net Avoided Emissions,Net Avoided Emissions Unit
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2033,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2033,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2033,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2034,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2034,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2034,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2035,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2035,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2035,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2036,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2036,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2036,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2037,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2037,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2037,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2038,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2038,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2038,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2039,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2039,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2039,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2040,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2040,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2040,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2041,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2041,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2041,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2042,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2042,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2042,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2043,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2043,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2043,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2044,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2044,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2044,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2045,10950,119999.99999999999,MJ per MT,Nominal,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2045,10950,119999.99999999999,MJ per MT,Low,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Natural Gas + CCS,SMR + CCS,Hydrogen,Metric Tons,MT,2045,10950,119999.99999999999,MJ per MT,High,gCO2e/MJ,73.4,1313999999.9999998,MJ,96447599999.99998,Ammonia Production,1,Ammonia,tons of Ammonia,1,117.67,1313999999.9999998,154618379999.99997,0.058170779999999984,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2025,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Electricity,0,Energy output,MWh,0.35,40.01041142439811,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2025,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2025,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.01262415,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2025,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Electricity,0,Energy output,MWh,0.35,40.01041142439811,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2025,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2025,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.011667775,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2025,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Electricity,0,Energy output,MWh,0.35,40.01041142439811,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2025,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2025,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.02239557,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2026,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Electricity,0,Energy output,MWh,0.35,38.837041315114696,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2026,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2026,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.01262415,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2026,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Electricity,0,Energy output,MWh,0.35,38.837041315114696,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2026,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2026,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.011667775,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2026,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Electricity,0,Energy output,MWh,0.35,38.837041315114696,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2026,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2026,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.02239557,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2027,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Electricity,0,Energy output,MWh,0.35,37.66367120583128,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2027,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2027,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.01262415,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2027,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Electricity,0,Energy output,MWh,0.35,37.66367120583128,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2027,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2027,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.011667775,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2027,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Electricity,0,Energy output,MWh,0.35,37.66367120583128,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2027,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2027,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.02239557,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2028,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Electricity,0,Energy output,MWh,0.35,36.49030109654787,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2028,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2028,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.01262415,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2028,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Electricity,0,Energy output,MWh,0.35,36.49030109654787,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2028,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2028,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.011667775,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2028,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Electricity,0,Energy output,MWh,0.35,36.49030109654787,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2028,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2028,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.02239557,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2029,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Electricity,0,Energy output,MWh,0.35,35.31693098726445,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2029,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2029,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.01262415,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2029,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Electricity,0,Energy output,MWh,0.35,35.31693098726445,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2029,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2029,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.011667775,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2029,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Electricity,0,Energy output,MWh,0.35,35.31693098726445,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2029,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2029,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.02239557,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2030,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Electricity,0,Energy output,MWh,0.35,34.14356087798104,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2030,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2030,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.01262415,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2030,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Electricity,0,Energy output,MWh,0.35,34.14356087798104,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2030,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2030,50,1093000,MJ per MCF,Low,gCO2e/MJ,-132.5,54650000,MJ,-7241125000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.011667775,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2030,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Electricity,0,Energy output,MWh,0.35,34.14356087798104,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2030,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Hydrogen,0,Energy output,tons of hydrogen,1,81,0,0,0,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2030,50,1093000,MJ per MCF,High,gCO2e/MJ,-328.8,54650000,MJ,-17968920000,Gas Grid,1,Natural Gas,MCF,1,81,54650000,4426650000,0.02239557,million MT CO2e
Animal Manure,Anaerobic Digestion + Conditioning,Biomethane,Million Cubic Feet,MCF,2031,50,1093000,MJ per MCF,Nominal,gCO2e/MJ,-150,54650000,MJ,-8197500000,Electricity,0,Energy output,MWh,0.35,32.97019076869762,0,0,0,million MT CO2e
